row,reaction_id,mapping_success,mapping_confidence,clipzyme_graph_prerequisite,clipzyme_supported,support_status
189,MARTS_EXT_RXN_bf12f5d59166,True,0.56906629887186,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
190,MARTS_EXT_RXN_c0d41a7707a3,True,0.4416271255891711,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
191,MARTS_EXT_RXN_c29f1cca3044,True,0.4997319225533835,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
192,MARTS_EXT_RXN_c2e48d093662,True,0.5876437589796253,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
193,MARTS_EXT_RXN_c33f8bcece70,True,0.3038970661848176,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
194,MARTS_EXT_RXN_c38237fa511c,True,0.8741817588849115,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
195,MARTS_EXT_RXN_c47716e3c171,True,0.6050683273450876,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
196,MARTS_EXT_RXN_c4cfcdfee60d,True,0.7361742679884529,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
197,MARTS_EXT_RXN_c7f62ba677ae,True,0.3306104597915741,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
198,MARTS_EXT_RXN_c82f9ce748cd,True,0.1236090105808136,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
199,MARTS_EXT_RXN_c9b279de0442,True,0.5796875016003094,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
200,MARTS_EXT_RXN_cab46dc67f5d,True,0.8339541947582568,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
201,MARTS_EXT_RXN_cda281fba2bd,True,0.2337604155595354,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
202,MARTS_EXT_RXN_cded9fefc276,True,0.4094336318792062,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
203,MARTS_EXT_RXN_cffca17c4e58,True,0.5423246120328366,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
204,MARTS_EXT_RXN_d0c235775bc5,True,0.4811399212235792,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
205,MARTS_EXT_RXN_d147768eaf20,True,0.6607104901013268,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
206,MARTS_EXT_RXN_d1d507ef878d,True,0.629928918142721,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
207,MARTS_EXT_RXN_d4bafc235050,True,0.5043166822642701,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
208,MARTS_EXT_RXN_d4f733465fb3,True,0.6231694173114573,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
