split_id,query_id,budget,candidate_universe,candidate_count,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,top1_is_uniprot,uniprot_above_best_positive
p0_r2,MARTS_RXN_a3e15b2ae79d1153,20,canonical,1421,2,0,0.0,235,0.00425531914893617,False,0
p0_r2,MARTS_RXN_a3e15b2ae79d1153,20,expanded,7093,2,0,0.0,1060,0.0009433962264150943,False,825
p0_r2,MARTS_RXN_bf12f5d59166518d,20,canonical,1421,1,0,0.0,390,0.002564102564102564,False,0
p0_r2,MARTS_RXN_bf12f5d59166518d,20,expanded,7093,1,0,0.0,1335,0.000749063670411985,False,945
p0_r2,MARTS_RXN_d1d507ef878dbc29,20,canonical,1421,1,1,1.0,16,0.0625,False,0
p0_r2,MARTS_RXN_d1d507ef878dbc29,20,expanded,7093,1,0,0.0,38,0.02631578947368421,False,22
p0_r2,MARTS_RXN_d86b1fdbc72dc191,20,canonical,1421,1,0,0.0,1274,0.0007849293563579278,False,0
p0_r2,MARTS_RXN_d86b1fdbc72dc191,20,expanded,7093,1,0,0.0,6387,0.0001565680288085173,False,5113
p0_r2,MARTS_RXN_eec1da2d17062901,20,canonical,1421,1,0,0.0,36,0.027777777777777776,False,0
p0_r2,MARTS_RXN_eec1da2d17062901,20,expanded,7093,1,0,0.0,106,0.009433962264150943,True,70
p0_r3,MARTS_RXN_035143e0b4ac708f,3,canonical,1421,1,0,0.0,430,0.002325581395348837,False,0
p0_r3,MARTS_RXN_035143e0b4ac708f,3,expanded,7093,1,0,0.0,3321,0.00030111412225233364,False,2891
p0_r3,MARTS_RXN_0b0f5e083f773cac,3,canonical,1421,1,0,0.0,596,0.0016778523489932886,False,0
p0_r3,MARTS_RXN_0b0f5e083f773cac,3,expanded,7093,1,0,0.0,2536,0.0003943217665615142,True,1940
p0_r3,MARTS_RXN_29704a84d49c8b3b,3,canonical,1421,1,0,0.0,9,0.1111111111111111,False,0
p0_r3,MARTS_RXN_29704a84d49c8b3b,3,expanded,7093,1,0,0.0,11,0.09090909090909091,False,2
p0_r3,MARTS_RXN_380c83705f05e5c5,3,canonical,1421,1,1,1.0,2,0.5,False,0
p0_r3,MARTS_RXN_380c83705f05e5c5,3,expanded,7093,1,0,0.0,7,0.14285714285714285,False,5
p0_r3,MARTS_RXN_605fa04e84674359,3,canonical,1421,1,0,0.0,1221,0.000819000819000819,False,0
p0_r3,MARTS_RXN_605fa04e84674359,3,expanded,7093,1,0,0.0,5885,0.0001699235344095157,False,4664
p0_r3,MARTS_RXN_86ad65662f492c15,3,canonical,1421,1,0,0.0,379,0.002638522427440633,False,0
p0_r3,MARTS_RXN_86ad65662f492c15,3,expanded,7093,1,0,0.0,1571,0.0006365372374283895,False,1192
p0_r3,MARTS_RXN_8c6cae136e8be45f,3,canonical,1421,1,0,0.0,1070,0.0009345794392523365,False,0
p0_r3,MARTS_RXN_8c6cae136e8be45f,3,expanded,7093,1,0,0.0,5070,0.0001972386587771203,False,4000
p0_r3,MARTS_RXN_9799d98e2a755a35,3,canonical,1421,1,0,0.0,1241,0.0008058017727639,False,0
p0_r3,MARTS_RXN_9799d98e2a755a35,3,expanded,7093,1,0,0.0,6434,0.00015542430836182778,False,5193
p0_r3,MARTS_RXN_035143e0b4ac708f,10,canonical,1421,1,0,0.0,430,0.002325581395348837,False,0
p0_r3,MARTS_RXN_035143e0b4ac708f,10,expanded,7093,1,0,0.0,3321,0.00030111412225233364,False,2891
p0_r3,MARTS_RXN_0b0f5e083f773cac,10,canonical,1421,1,0,0.0,596,0.0016778523489932886,False,0
p0_r3,MARTS_RXN_0b0f5e083f773cac,10,expanded,7093,1,0,0.0,2536,0.0003943217665615142,True,1940
p0_r3,MARTS_RXN_29704a84d49c8b3b,10,canonical,1421,1,1,1.0,9,0.1111111111111111,False,0
p0_r3,MARTS_RXN_29704a84d49c8b3b,10,expanded,7093,1,0,0.0,11,0.09090909090909091,False,2
