reaction_id,reaction_smiles,product_smiles,precursor_class,product_skeleton_class,n_positive_pairs,n_positive_enzymes,reaction_cluster,fold
RHEA:68400,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1C=C2C(C)CCC2C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1C=C2C(C)CCC2C(C)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:68400,4
RHEA:68468,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:26081,3
RHEA:68472,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC=C(C)C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,2,2,C15_FPP_like::RHEA:12516,1
RHEA:68504,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:27421,2
RHEA:68508,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:27421,2
RHEA:68512,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C12CC=C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:66636,1
RHEA:68516,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C12CC=C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:66636,1
RHEA:68520,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C12CC=C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,3,3,C15_FPP_like::RHEA:66636,1
RHEA:68524,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C([O-])O.O=P([O-])([O-])OP(=O)([O-])O,O=C([O-])O,C15_FPP_like,C5_acyclic_highly_oxygenated,6,6,C15_FPP_like::RHEA:31419,3
RHEA:68528,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C([O-])O.O=P([O-])([O-])OP(=O)([O-])O,O=C([O-])O,C15_FPP_like,C5_acyclic_highly_oxygenated,4,4,C15_FPP_like::RHEA:31419,3
RHEA:68532,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC=C(C)C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:12516,1
RHEA:68536,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC23CC1C(C)(C)C2CCC3C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC23CC1C(C)(C)C2CCC3C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31423,2
RHEA:68540,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC23CC1C(C)(C)C2CCC3C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC23CC1C(C)(C)C2CCC3C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31423,2
RHEA:68544,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:27421,2
RHEA:68596,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C)=CCC(C(C)C)C2C1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2C(C)=CCC(C(C)C)C2C1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:28639,2
RHEA:68636,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2(C(C)C)CC12,C10_GPP_like,C10_bicyclic_hydrocarbon,11,11,C10_GPP_like::RHEA:25508,4
RHEA:68640,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CC1,C10_GPP_like,C10_mono_hydrocarbon,15,15,C10_GPP_like::RHEA:10940,4
RHEA:68644,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=O)NC1C(Oc2ccccc2[N+](=O)[O-])OC(CO)C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,CC(=O)NC1C(Oc2ccccc2[N+](=O)[O-])OC(CO)C(O)C1O,C10_GPP_like,C15_bicyclic_highly_oxygenated,2,2,C10_GPP_like::RHEA:68644,0
RHEA:68708,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=CC(C)(O)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)(O)CCC=C(C)C,C10_GPP_like,C10_acyclic_oxygenated,12,12,C10_GPP_like::RHEA:68708,0
RHEA:68712,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)CCC(C(=C)C)CC1C(=C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,C15_FPP_like,C15_mono_hydrocarbon,13,13,C15_FPP_like::RHEA:68712,1
RHEA:68716,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:12016,3
RHEA:68772,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC=C(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:28302,4
RHEA:68776,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CCC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:12516,1
RHEA:68780,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(C)(C)C=CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=CCC(C)(C)C=CC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:31895,0
RHEA:68784,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1=CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C1=CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,2,2,C15_FPP_like::RHEA:32031,1
RHEA:68788,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:26081,3
RHEA:68824,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)=CCC=C(C)C,C10_GPP_like,C10_acyclic_hydrocarbon,9,9,C10_GPP_like::RHEA:68824,1
RHEA:68844,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC=C(C)C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:12516,1
RHEA:68852,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)C1CCC(C)=CC1O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C1CCC(C)=CC1O,C15_FPP_like,C15_mono_oxygenated,1,1,C15_FPP_like::RHEA:68852,2
RHEA:69444,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CC1)C(C)=CCC2C(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(CC1)C(C)=CCC2C(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:28639,2
RHEA:69448,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC2C(C(C)C)CCC(C)(O)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:32011,2
RHEA:69775,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C3C(C(C)C)CCC2(C)C13.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2C3C(C(C)C)CCC2(C)C13,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:33111,4
RHEA:71979,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC23C(C)CCC2C3(C)C2=C1CC1(C)CCC(C(C)C)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC23C(C)CCC2C3(C)C2=C1CC1(C)CCC(C(C)C)C1C2,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:71979,2
RHEA:71983,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC23C(C)CCC2C3(C)C2CC3C(C(C)C)CCC3(C)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC23C(C)CCC2C3(C)C2CC3C(C(C)C)CCC3(C)CC12,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:71983,3
RHEA:71987,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2CCC(C)C2=CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2CCC(C)C2=CC1,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:71987,4
RHEA:71991,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C23CCC(C)C4CC5(C)CCC(C(C)C)C5CC14C2CCC3C.O=P([O-])([O-])OP(=O)([O-])O,C=C1C23CCC(C)C4CC5(C)CCC(C(C)C)C5CC14C2CCC3C,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:71991,0
RHEA:71995,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12.O=P([O-])([O-])OP(=O)([O-])O,CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12,C25_GFPP_like,C25_polycyclic_oxygenated,2,2,C25_GFPP_like::RHEA:71991,0
RHEA:71999,[H][C@@]12CC[C@H](C)[C@@]13CC[C@H](C)[C@@]1([H])C[C@@]4(C)CC[C@H](C(C)C)[C@]4([H])C[C@]1(O)[C@@]23C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@@]12CC[C@H](C)[C@@]13CC[C@H](C)[C@@]1([H])C[C@@]4(C)CC[C@H](C(C)C)[C@]4([H])C[C@]1(O)[C@@]23CO.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],[H][C@@]12CC[C@H](C)[C@@]13CC[C@H](C)[C@@]1([H])C[C@@]4(C)CC[C@H](C(C)C)[C@]4([H])C[C@]1(O)[C@@]23CO,C25_GFPP_like,C25_polycyclic_oxygenated,2,2,C25_GFPP_like::RHEA:71991,0
RHEA:73951,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C3C(CCC2(C)CCC1)C3(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2C3C(CCC2(C)CCC1)C3(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:73951,3
RHEA:73963,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCCC2=CCC3C(C3(C)C)C21C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCCC2=CCC3C(C3(C)C)C21C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:73963,0
RHEA:73979,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC=C2CCC3C(C3(C)C)C21C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC=C2CCC3C(C3(C)C)C21C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:73963,0
RHEA:73983,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C)CC1C1(C)CCCC21C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2(C)CC1C1(C)CCCC21C,C15_FPP_like,C15_polycyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:29499,0
RHEA:73987,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCCC2=CCC(C(C)(C)O)CC21C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCCC2=CCC(C(C)(C)O)CC21C,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:73987,4
RHEA:73991,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(=C(C)C)C2CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCC(=C(C)C)C2CCC(C)=CCC1,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:16345,4
RHEA:73995,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCCC(C)=CCC(C(C)(C)O)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=CCC(C(C)(C)O)CCC(C)=CCC1,C20_GGPP_like,C20_mono_oxygenated,1,1,C20_GGPP_like::RHEA:16345,4
RHEA:74107,C[C@H]1CCCC2=CCC(C(C)(C)O)C[C@]21C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C[C@H]1CCCC2=CC=CC[C@]21C.CC(C)=O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:16337,0
RHEA:74543,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)C,C20_GGPP_like,C20_acyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:38155,0
RHEA:74547,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2=CC(C)(C)CCC2(C)CC2C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2=CC(C)(C)CCC2(C)CC2C(C)CCC12,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:74547,2
RHEA:74587,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2CC1C2(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2CC1C2(C)CCC=C(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:30467,0
RHEA:74591,C=C1CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O.[H][C@]1([C@@]2(C)O[C@]2([H])CC=C(C)C)CC(=O)CC[C@]12CO2>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:16337,0
RHEA:74627,CC=CC=CC=CC=CC=CC(=O)OC1CCC2(CO2)C(C2(C)OC2CC=C(C)C)C1OC.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.O=O>>CC=O.COC1C(OC(=O)C=CC=CC=CC=CC(=O)[O-])CCC2(CO2)C1C1(C)OC1CC=C(C)C.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O,COC1C(OC(=O)C=CC=CC=CC=CC(=O)[O-])CCC2(CO2)C1C1(C)OC1CC=C(C)C,C20_GGPP_like,C25_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:74627,3
RHEA:74635,CC(C)=CCC1OC1(C)C1CC(=O)CCC12CO2.O=C([O-])CCC(=O)C(=O)[O-].O=O>>CC(C)=CCC1OC1(C)C1C(O)C(=O)CCC12CO2.O=C([O-])CCC(=O)[O-].O=C=O,CC(C)=CCC1OC1(C)C1C(O)C(=O)CCC12CO2,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:74635,1
RHEA:74707,COC1C(=O)CCC2(CO2)C1C1(C)OC1CC=C(C)C.COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25641,0
RHEA:74711,[H][C@]1([C@@]2(C)O[C@]2([H])CC=C(C)C)[C@H](O)C(=O)CC[C@]12CO2.Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4OP(=O)(O)O[C@H]43)c2n1>>[H][C@]1([C@@]2(C)O[C@]2([H])CC=C(C)C)[C@H](OC)C(=O)CC[C@]12CO2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],[H][C@]1([C@@]2(C)O[C@]2([H])CC=C(C)C)[C@H](OC)C(=O)CC[C@]12CO2,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:74635,1
RHEA:74727,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC=CC=CC=CC=CC)C(*)=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O.O=C=O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,C25_GFPP_like,C20_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:12240,2
RHEA:74751,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC=CC=CC=CC=CC)C(*)=O.COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C>>*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.CC=CC=CC=CC=CC=CC(=O)OC1CCC2(CO2)C(C2(C)OC2CC=C(C)C)C1OC,CC=CC=CC=CC=CC=CC(=O)OC1CCC2(CO2)C(C2(C)OC2CC=C(C)C)C1OC,C25_GFPP_like,C_long_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:74751,0
RHEA:77007,CC1(C)CCC(C(=O)[O-])[NH2+]C1.CC1CCC2C3(C)OC4(C)CC(O)C12CC4C3[NH2+]CCCCC[NH+](C)C.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>CC1CCC2C3(C)OC4(C)CC(OC(=O)C5CCC(C)(C)CN5)C12CC4C3[NH2+]CCCCC[NH+](C)C.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O.[H+],CC1CCC2C3(C)OC4(C)CC(OC(=O)C5CCC(C)(C)CN5)C12CC4C3[NH2+]CCCCC[NH+](C)C,C10_GPP_like,C_long_polycyclic_highly_oxygenated,1,1,C10_GPP_like::RHEA:77007,2
RHEA:77071,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C12CC=C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:66636,1
RHEA:77079,CC1CCC2C3(C)[CH+]C4CC12CCC4(C)O3.C[NH+](C)CCCCC[NH3+]>>CC1CCC2C13CCC1(C)OC2(C)C([NH2+]CCCCC[NH+](C)C)C1C3.[H+],CC1CCC2C13CCC1(C)OC2(C)C([NH2+]CCCCC[NH+](C)C)C1C3,C15_FPP_like,C20_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:77079,0
RHEA:77963,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC3=C(C(C)C)CCC3(C)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC2(C)CCC3=C(C(C)C)CCC3(C)CC12,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:77963,4
RHEA:77967,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCCC(C)=CC2C(CCC(C)=CCCC(C)=CCC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=CCCC(C)=CC2C(CCC(C)=CCCC(C)=CCC1)C2(C)C,C30_long_prenyl_like,C_long_bicyclic_hydrocarbon,1,1,C30_long_prenyl_like::RHEA:77967,2
