reaction_id,reaction_smiles,product_smiles,precursor_class,product_skeleton_class,n_positive_pairs,n_positive_enzymes,reaction_cluster,fold
RHEA:30463,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)C2CC3C(C2)C31C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC1(C)C2CC3C(C2)C31C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:30463,0
RHEA:30467,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2CC1C2(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2CC1C2(C)CCC=C(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:30467,0
RHEA:30471,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)C2CC=C(C)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC1(C)C2CC=C(C)C1C2,C15_FPP_like,C15_polycyclic_hydrocarbon,4,4,C15_FPP_like::RHEA:30467,0
RHEA:30675,CC1(C)CCCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(O)C(C)(C)C3CCC21C>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,C30_long_prenyl_like,C_long_acyclic_hydrocarbon,1,1,C30_long_prenyl_like::RHEA:25282,3
RHEA:30855,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C.O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,C30_long_prenyl_like,C_long_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:25282,3
RHEA:30947,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OP(=O)(O)O)c2n1.O=P([O-])([O-])OP(=O)([O-])O,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:30947,1
RHEA:30951,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCCC2(C)CCC(C(C)(C)O)CC12.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC2(C)CCC(C(C)(C)O)CC12,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:29495,2
RHEA:30987,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,CC(C)=CCCC(C)=C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,4,4,C30_long_prenyl_like::RHEA:30987,2
RHEA:30999,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC12C,CC(C)=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,2,2,C30_long_prenyl_like::RHEA:21308,0
RHEA:31003,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1(C)C=C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1,CC1(C)C=C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,2,2,C30_long_prenyl_like::RHEA:31003,4
RHEA:31007,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,18,18,C30_long_prenyl_like::RHEA:31007,1
RHEA:31011,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC1C(C)=CCC(O)C1(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC1C(C)=CCC(O)C1(C)C,C30_long_prenyl_like,C_long_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:31011,4
RHEA:31023,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C>>C=C(CCC=C(C)C)C1CCC2(C)C1CCC1C3(C)CCCC(C)(C)C3CCC12C,C=C(CCC=C(C)C)C1CCC2(C)C1CCC1C3(C)CCCC(C)(C)C3CCC12C,C30_long_prenyl_like,C_long_polycyclic_hydrocarbon,1,1,C30_long_prenyl_like::RHEA:31023,0
RHEA:31035,CC(C)CCOC(=O)c1ccco1>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C.O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,C10_GPP_like,C_long_mono_oxygenated,1,1,C10_GPP_like::RHEA:31035,3
RHEA:31351,CC(C)(O)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C.O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,C30_long_prenyl_like,C_long_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:25282,3
RHEA:31383,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C30_long_prenyl_like,C_long_polycyclic_oxygenated,11,11,C30_long_prenyl_like::RHEA:31383,2
RHEA:31387,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,3,3,C30_long_prenyl_like::RHEA:31007,1
RHEA:31415,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C2CCC3(C2)C(C)CCC3C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1C2CCC3(C2)C(C)CCC3C1(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31415,2
RHEA:31419,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C([O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O.[Na+].[Na+],O=C([O-])C(=O)[O-],C15_FPP_like,C5_acyclic_highly_oxygenated,3,3,C15_FPP_like::RHEA:31419,3
RHEA:31423,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC23CC1C(C)(C)C2CCC3C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC23CC1C(C)(C)C2CCC3C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31423,2
RHEA:31427,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)C2CC=C(C)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC1(C)C2CC=C(C)C1C2,C15_FPP_like,C15_polycyclic_hydrocarbon,11,11,C15_FPP_like::RHEA:30467,0
RHEA:31431,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C2CCC(C2)C1(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1C2CCC(C2)C1(C)CCC=C(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,3,3,C15_FPP_like::RHEA:30467,0
RHEA:31435,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)C2CC3C(C2)C31C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC1(C)C2CC3C(C2)C31C,C15_FPP_like,C15_polycyclic_hydrocarbon,3,3,C15_FPP_like::RHEA:30463,0
RHEA:31439,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2=O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2=O,C15_FPP_like,C20_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:31439,3
RHEA:31699,CC1=CC2CC(C)(C)CC23C(C)CCC13.CC1CCC2C(C=O)=CC3CC(C)(C)CC132.O=O.[H+].[S]1[Fe][S][Fe+]1>>O.[S]1[Fe+][S][Fe+]1,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:31699,4
RHEA:31795,,,unknown,unknown,1,1,unknown::RHEA:31795,1
RHEA:31807,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2=C(C1)C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,4,4,C15_FPP_like::RHEA:31807,1
RHEA:31811,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2C2C(CC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CCC(C)C2C2C(CC1)C2(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,6,6,C15_FPP_like::RHEA:31811,2
RHEA:31815,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC=C(C)CCC2C1CC2(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:28294,1
RHEA:31819,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Cc1ccc(C)n1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1ccc(C)n1C,C15_FPP_like,C10_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:31819,0
RHEA:31823,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C1CCC(C)C23CCC(C)(O)C2C13.O=P([O-])([O-])OP(=O)([O-])O,CC(C)C1CCC(C)C23CCC(C)(O)C2C13,C15_FPP_like,C15_polycyclic_oxygenated,2,2,C15_FPP_like::RHEA:31823,3
RHEA:31827,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CC2CC(O)CC(O)=C2C(=O)O1.O=P([O-])([O-])OP(=O)([O-])O,CC1CC2CC(O)CC(O)=C2C(=O)O1,C15_FPP_like,C10_bicyclic_highly_oxygenated,3,3,C15_FPP_like::RHEA:31827,4
RHEA:31831,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CCc1ncc(C)n1.O=P([O-])([O-])OP(=O)([O-])O,,C15_FPP_like,unknown,4,4,C15_FPP_like::RHEA:31831,2
RHEA:31847,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC1(C)CCC2(C)C3CCC4(C)C(C)C(=O)CCC4C3(C)CCC2(C)C1,CC(C)=CCCC1(C)CCC2(C)C3CCC4(C)C(C)C(=O)CCC4C3(C)CCC2(C)C1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:31847,1
RHEA:31851,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:21308,0
RHEA:31855,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>NC(=O)c1ncccc1O,NC(=O)c1ncccc1O,C30_long_prenyl_like,C5_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:31855,2
RHEA:31859,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1(C)CCC2(C)CCC3(C)C4CC=C5C(CCC(O)C5(C)C)C4(C)CCC3(C)C2C1,CC1(C)CCC2(C)CCC3(C)C4CC=C5C(CCC(O)C5(C)C)C4(C)CCC3(C)C2C1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:21308,0
RHEA:31863,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CCNC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,CCNC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,C30_long_prenyl_like,C20_polycyclic_highly_oxygenated,1,1,C30_long_prenyl_like::RHEA:31863,3
RHEA:31867,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC1(C)CCC2(C)C3CCC4C(C)(C)C5CCC4(O5)C3(C)CCC2(C)C1,CC(C)=CCCC1(C)CCC2(C)C3CCC4C(C)(C)C5CCC4(O5)C3(C)CCC2(C)C1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:31867,4
RHEA:31871,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1=CCC2C(C)(C)C(O)CCC2(C)C1CCC1=C(C)CCC2(C)CCC(C)C(C)C12,CC1=CCC2C(C)(C)C(O)CCC2(C)C1CCC1=C(C)CCC2(C)CCC(C)C(C)C12,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:31871,0
RHEA:31875,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)C(C)CCC(=C(C)C)C1CCC=O,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)C(C)CCC(=C(C)C)C1CCC=O,C30_long_prenyl_like,C_long_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:31875,0
RHEA:31879,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1=CCC2C(C)(C)C(O)CCC2(C)C1CCC1=C(C)CCC2(C)CCC(C)(C)CC12,CC1=CCC2C(C)(C)C(O)CCC2(C)C1CCC1=C(C)CCC2(C)CCC(C)(C)CC12,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:31871,0
RHEA:31883,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1(C)CCC2(C)CCC3(C)C(=C2C1)CCC1C2(C)CCC(O)C(C)(C)C2CCC13C,CC1(C)CCC2(C)CCC3(C)C(=C2C1)CCC1C2(C)CCC(O)C(C)(C)C2CCC13C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:14621,2
RHEA:31887,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,5,5,C30_long_prenyl_like::RHEA:21308,0
RHEA:31895,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(C)(C)C=CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=CCC(C)(C)C=CC1,C15_FPP_like,C15_mono_hydrocarbon,17,17,C15_FPP_like::RHEA:31895,0
RHEA:31987,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC1(C)CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC2(C)C1,CC(C)=CCCC1(C)CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC2(C)C1,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:21308,0
RHEA:31991,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C12CC=C(C)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C12CC=C(C)C1C2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31991,3
RHEA:31995,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C12CC=C(C)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C12CC=C(C)C1C2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:31991,3
RHEA:31999,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CCC(C)=CCC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(CCC(C)=CCC1)C2(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,5,5,C15_FPP_like::RHEA:31999,4
RHEA:32003,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1>>O=P([O-])([O-])OP(=O)([O-])O,,C20_GGPP_like,unknown,2,2,C20_GGPP_like::RHEA:32003,1
RHEA:32011,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC2C(C(C)C)CCC(C)(O)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,C15_FPP_like,C15_bicyclic_oxygenated,3,3,C15_FPP_like::RHEA:32011,2
RHEA:32015,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(=C(C)CCC2C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(=C(C)CCC2C(C)C)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:19525,3
RHEA:32019,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC23C(C)CCC(C(C)C)C2C13.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC23C(C)CCC(C(C)C)C2C13,C15_FPP_like,C15_polycyclic_hydrocarbon,5,5,C15_FPP_like::RHEA:32019,0
RHEA:32023,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC(O)C2(C)CCC3C(C12)C3(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC(O)C2(C)CCC3C(C12)C3(C)C,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:32023,1
RHEA:32027,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C2(C)CCCC2(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC=C(C2(C)CCCC2(C)C)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:32027,2
RHEA:32031,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1=CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C1=CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,3,3,C15_FPP_like::RHEA:32031,1
RHEA:32075,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CSCCC(N)C(=O)O.O=P([O-])([O-])OP(=O)([O-])O,CSCCC(N)C(=O)O,C20_GGPP_like,C5_acyclic_oxygenated,1,1,C20_GGPP_like::RHEA:32075,4
RHEA:32151,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC1C(=C)CCC2C(C)(C)CCCC12C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)=CCC1C(=C)CCC2C(C)(C)CCCC12C,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:32151,2
RHEA:32295,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,30,30,C20_GGPP_like::RHEA:25641,0
RHEA:32299,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,30,30,C20_GGPP_like::RHEA:25641,0
RHEA:32327,CC1=CCC(C)(C)C=CC(=O)C(C)=CCC1.CC1=CCC(C)(C)C=CC(O)C(C)=CCC1.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+],NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25641,0
RHEA:32439,CC1=C2C(=O)CC(C)C23CCC(C3)C1(C)C.CC1=C2CCC(C)C23CCC(C3)C1(C)C.O=O.[H+].[S]1[Fe+][S][Fe+]1.[S]1[Fe][S][Fe+]1>>O,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:32439,3
RHEA:32539,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C(O)COc1ccc(Cl)cc1.O=P([O-])([O-])OP(=O)([O-])O,O=C(O)COc1ccc(Cl)cc1,C10_GPP_like,C10_mono_highly_oxygenated,9,9,C10_GPP_like::RHEA:32539,3
RHEA:32543,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC12CCC(CC1)C(C)(C)O2.O=P([O-])([O-])OP(=O)([O-])O,CC12CCC(CC1)C(C)(C)O2,C10_GPP_like,C10_polycyclic_oxygenated,12,12,C10_GPP_like::RHEA:32543,0
RHEA:32547,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2(C(C)C)CC12,C10_GPP_like,C10_bicyclic_hydrocarbon,5,5,C10_GPP_like::RHEA:25508,4
RHEA:32551,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CN(C)CCc1cnc2ccc(CS(=O)(=O)N3CCCC3)cc12.O=P([O-])([O-])OP(=O)([O-])O,,C10_GPP_like,unknown,12,12,C10_GPP_like::RHEA:32551,2
RHEA:32555,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O.O=P([O-])([O-])OP(=O)([O-])O,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,C10_GPP_like,C10_mono_highly_oxygenated,8,8,C10_GPP_like::RHEA:32555,2
RHEA:32559,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)C)=CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC(C(C)C)=CC1,C10_GPP_like,C10_mono_hydrocarbon,11,11,C10_GPP_like::RHEA:32559,3
RHEA:32563,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C(O)CCCCCCCC(O)C(O)CCCCCCO.O=P([O-])([O-])OP(=O)([O-])O,O=C(O)CCCCCCCC(O)C(O)CCCCCCO,C10_GPP_like,C15_acyclic_highly_oxygenated,5,5,C10_GPP_like::RHEA:32563,3
