reaction_id,reaction_smiles,source_layer
MARTS_EXT_RXN_08a2e34a37c3,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H](CC=C(C)C)COP(=O)([O-])OP(=O)([O-])[O-],project_model_catalog
MARTS_EXT_RXN_0aa1aeb0f8d8,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@H]2[C@@H](C(C)C)CC[C@@H](C)[C@]2(O)CC1,project_model_catalog
MARTS_EXT_RXN_0b0f5e083f77,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2C/C=C(\C)CC/C=C(\C)CC[C@H]1C2(C)C,project_model_catalog
MARTS_EXT_RXN_0bc621c08854,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC=C(C)C1,project_model_catalog
MARTS_EXT_RXN_0d75732112ff,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2=C(CC1)[C@@H](C)CC[C@@H]2C(C)C,project_model_catalog
MARTS_EXT_RXN_0e08d025745c,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,project_model_catalog
MARTS_EXT_RXN_0e80c1eb7cd8,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1[C@@H]2CC[C@@]1(C)C[C@H]1[C@@H]2C[C@@]2(C)CC[C@]3(C)CC[C@H](C(C)C)[C@H]3[C@H]12,project_model_catalog
MARTS_EXT_RXN_0fa82c3b7c55,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(=C)[C@@H]3CC[C@H](C)[C@@H]3[C@H]21,project_model_catalog
MARTS_EXT_RXN_12ea76795241,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@H]2C,project_model_catalog
MARTS_EXT_RXN_1428f098b24c,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2C(=C1)[C@@H](C(C)C)CC[C@H]2C,project_model_catalog
MARTS_EXT_RXN_16e609c93e52,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2[C@H]3C[C@@]4(C)CC[C@]5(C)CC[C@H](C(C)C)[C@H]5[C@@H]4[C@H]3C[C@]12C,project_model_catalog
MARTS_EXT_RXN_193d44981939,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1,project_model_catalog
MARTS_EXT_RXN_1c2da1449873,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@]3(C)[C@@H]2[C@@H]2[C@@H](CC1)[C@H](C)CC[C@@H]2C3(C)C,project_model_catalog
MARTS_EXT_RXN_1d852b407f95,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C\CC/C(C)=C1\CC=C(C)CC1,project_model_catalog
MARTS_EXT_RXN_1da1a2f90d9e,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@](C)(O)[C@@H]2CC[C@H](C)[C@@H]2C1,project_model_catalog
MARTS_EXT_RXN_1f7cef5e91c2,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C)(C)CCC[C@]2(C)[C@H]1COP(=O)(O)OP(=O)(O)O,project_model_catalog
MARTS_EXT_RXN_219616d40b4a,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,project_model_catalog
MARTS_EXT_RXN_2250a8a7fe50,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@H]1CCC2=C1C[C@H]1CC[C@]2(C)C1(C)C,project_model_catalog
MARTS_EXT_RXN_22bda90ee992,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C\CCC1(C)C2CC3C(C2)C31C,project_model_catalog
MARTS_EXT_RXN_23432a8b720a,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,project_model_catalog
MARTS_EXT_RXN_237f1c153ad6,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\[C@@H]2[C@H](CC/C(C)=C/CC1)[C@@H](C)CC[C@]2(O)C(C)C,project_model_catalog
MARTS_EXT_RXN_23b0ccdf5255,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=CC=C2[C@@H](CC[C@@H]3C(C)(C)CCC[C@@]23C)C1,project_model_catalog
MARTS_EXT_RXN_247c337c8f65,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C2=C(C[C@@]3(C)CC[C@@H](C(C)C)[C@@H]3C2)[C@@H](C)CC[C@@H]2[C@@H]1CC[C@@H]2C,project_model_catalog
MARTS_EXT_RXN_2554ee320331,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1CC[C@]2(C)C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC[C@@H]12,project_model_catalog
MARTS_EXT_RXN_27964350d2e0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@@H]4C5=CC[C@H](C)[C@@]5(C)C[C@@H]4[C@H]3[C@H]12,project_model_catalog
MARTS_EXT_RXN_29704a84d49c,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C(=C\CO)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,project_model_catalog
MARTS_EXT_RXN_29bbf964d264,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=CC2=C(CC1)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,project_model_catalog
MARTS_EXT_RXN_2a8513f7b1f9,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CC/C=C(\C)CCC=C(C)C)[C@@H]1[C@@H]2[C@@H](CC[C@@H]2C)[C@]2(C)CC[C@H]12,project_model_catalog
MARTS_EXT_RXN_2d4d4df1341b,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H](C)[C@@]12CC[C@H](C)[C@H]1C[C@@]3(C)CC[C@H](C(C)C)C3=CC12,project_model_catalog
MARTS_EXT_RXN_2d848cafa6c3,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)[C@@]12CCC1(C)C3CCC(C)C3C12,project_model_catalog
MARTS_EXT_RXN_2e27139e482a,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,project_model_catalog
MARTS_EXT_RXN_2e59d1c7b929,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2ccc(C)cc21,project_model_catalog
MARTS_EXT_RXN_2e5de5bb57ab,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@]2(C)CC[C@H](C(C)(C)O)[C@@H]2CC1,project_model_catalog
MARTS_EXT_RXN_2ffb342ca060,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H](C2=CCCC(C)(C)C2)CC1,project_model_catalog
MARTS_EXT_RXN_308ae5d61a8d,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)CCC[C@@]2(C)[C@H]3CC4C([C@@H]31)C42C,project_model_catalog
MARTS_EXT_RXN_318de1e2f880,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1C/C=C(\C)CC/C=C(\C)CC1,project_model_catalog
MARTS_EXT_RXN_324ed07f2f6e,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,project_model_catalog
MARTS_EXT_RXN_33b3f74378db,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2[C@H](C1)C2(C)C,project_model_catalog
MARTS_EXT_RXN_37c622385e92,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@@H](C(C)C)C12CC=C(C)CC2,project_model_catalog
MARTS_EXT_RXN_380c83705f05,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)/C1=C\C/C(C)=C/CC/C(C)=C/CC/C(C)=C/C1,project_model_catalog
MARTS_EXT_RXN_38d26f0aa1b1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)C3CCC12CC3(C)C,project_model_catalog
MARTS_EXT_RXN_3abc72608e40,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C,project_model_catalog
MARTS_EXT_RXN_3ae1fc659b14,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@]23[C@@H]([C@@H]12)[C@H](C(C)C)CC[C@H]3C,project_model_catalog
MARTS_EXT_RXN_3bed24cf1ac1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC/C=C(\C)CC/C=C(\C)[C@H]2C[C@H]3[C@@H](C(C)C)CC[C@]3(C)C[C@H]12,project_model_catalog
MARTS_EXT_RXN_3d09cb5fb800,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2[C@@H](CC1)[C@H](C)CCCC2(C)C,project_model_catalog
MARTS_EXT_RXN_3fcdccf20787,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1/C=C/[C@@]2(C)CC[C@H](C(C)C)[C@@H]2CC/C(C)=C/CC/C(C)=C/CC1,project_model_catalog
MARTS_EXT_RXN_4016ec72d95a,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2C(=C(C)[C@H]3C[C@H]4[C@H](C(C)C)CC[C@]4(C)C[C@H]13)CC[C@@H]2C,project_model_catalog
MARTS_EXT_RXN_412a1f752827,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,project_model_catalog
MARTS_EXT_RXN_42bfdab7b6fd,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CCC2(C)C3CC4C(C31)C42C,project_model_catalog
MARTS_EXT_RXN_4356ef28995d,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=C[C@@]23[C@H](CC[C@]2(C)CC[C@H](C)[C@@H]3O)[C@@H](C)CC1,project_model_catalog
MARTS_EXT_RXN_455979525191,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,project_model_catalog
MARTS_EXT_RXN_45be1b4caa76,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@H]2C[C@]3(C)CCC(C)(C)[C@@H]3[C@@H]12,project_model_catalog
MARTS_EXT_RXN_480dcc05c335,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C[C@@]1(C)CC[C@H]2[C@@](O)(CC[C@H]3C(C)(C)CCC[C@@]32C)C1,project_model_catalog
MARTS_EXT_RXN_4959109219e5,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@@H]1[C@@H]2[C@@H](CC[C@@H]2C)[C@]2(C)CC[C@H]12,project_model_catalog
MARTS_EXT_RXN_4b39e8d478ce,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H]2C(=C(C)C)CC[C@]2(C)C1,project_model_catalog
MARTS_EXT_RXN_4b410b511327,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\CC/C(C)=C/[C@@H]2[C@@H](C(C)C)CC[C@]2(C)/C=C/C1,project_model_catalog
MARTS_EXT_RXN_4c4ba4bc0549,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,project_model_catalog
MARTS_EXT_RXN_4ceba15356bf,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C=C4[C@H](C[C@]5(C)CCC[C@]45C)[C@H]3[C@H]12,project_model_catalog
MARTS_EXT_RXN_4cfa7e6347ac,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3,project_model_catalog
MARTS_EXT_RXN_4d9779092922,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@@]2(C)CC[C@]3(C)[C@H]4[C@@H](CC[C@H]3C)C[C@H]1[C@H]42,project_model_catalog
MARTS_EXT_RXN_4e8885af0277,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COC/C=C(\C)CC/C=C(\C)CCC=C(C)C,project_model_catalog
MARTS_EXT_RXN_4f0796dda836,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@]2(C)C[C@H]3C(=C)CCC[C@]3(C)CC[C@H]12,project_model_catalog
MARTS_EXT_RXN_4fcf7c82c333,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=CC2=CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,project_model_catalog
MARTS_EXT_RXN_4ffa9a18599e,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@](C)(C2=CCCC2(C)C)CC1,project_model_catalog
MARTS_EXT_RXN_510852dd5fb5,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2C[C@H]3[C@@H](C)CC[C@]13C2(C)C,project_model_catalog
MARTS_EXT_RXN_51c6e7c89344,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@H](C)[C@]23C[C@@]2(C)CCC(C)(C)[C@H]2[C@@H]3CC1,project_model_catalog
MARTS_EXT_RXN_5298c5c71be1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C,project_model_catalog
MARTS_EXT_RXN_529b3e1ea6d5,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C[C@@]1(C)CCC(C(C)C)=C[C@@H]1C(=C)C,project_model_catalog
MARTS_EXT_RXN_54f511ec7632,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@@H]4C5=CCC(C)(C)C5C[C@@H]4[C@H]3[C@H]12,project_model_catalog
MARTS_EXT_RXN_55f4259a8324,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,project_model_catalog
MARTS_EXT_RXN_574cd0378c5f,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@@H]2C[C@H]3CC(C)(C)C[C@H]3[C@]12C,project_model_catalog
MARTS_EXT_RXN_5834b8bc5c28,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CC[C@H](C(C)C)[C@@H]2/C=C/C(C)=C2\CC[C@@H](C)[C@H]2CC1,project_model_catalog
MARTS_EXT_RXN_5904725d5317,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@H](C)[C@@H]2[C@@]23CC[C@@H](C(C)C)[C@]2(C)CC[C@@H]13,project_model_catalog
MARTS_EXT_RXN_5aa1e407cf39,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2[C@@H]1CC(C)(C)C[C@H]1C[C@]12C,project_model_catalog
MARTS_EXT_RXN_5c2828b66ca0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC/C=C(\C)CC/C=C(C)/C=C/[C@H]2[C@@H](C(C)C)CC[C@]2(C)CC1,project_model_catalog
MARTS_EXT_RXN_5d4a8a447c7e,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C)CC[C@@]13C,project_model_catalog
MARTS_EXT_RXN_5d8d9a77365d,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/CO,project_model_catalog
MARTS_EXT_RXN_5e756bc9af81,CC1=CCC[C@H]2[C@](C)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@H](C)CC[C@@]12C>>C=CC(C)(O)CC[C@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@@H]12,project_model_catalog
MARTS_EXT_RXN_5ebefc2c5944,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@H]2C(=CC1)[C@@H](C)CC[C@H]2C(C)C,project_model_catalog
MARTS_EXT_RXN_5f7500503126,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1CC[C@]2(C)[C@H]1[C@@H]1[C@H]2CC[C@@H]1C,project_model_catalog
MARTS_EXT_RXN_6029eb5c9a03,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C[C@@]1(C)CC[C@]2(C)[C@H](CC[C@]3(C)C(=C)CCC[C@@H]23)C1,project_model_catalog
MARTS_EXT_RXN_605fa04e8467,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C/C=C(/C)CCC/C(C)=C/CC(CC1)C2(C)C,project_model_catalog
MARTS_EXT_RXN_6290a24f780c,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@]23CCC[C@@H](C)[C@]2(C)C[C@@H]1CC3,project_model_catalog
MARTS_EXT_RXN_6314ab7563ea,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OP(=O)(O)OP(=O)(O)O)C2,project_model_catalog
