protein_id,reaction_id,source,evidence_type
A4JLT5,RHEA:17473,uniprot_rhea_cached,recorded_association
A4QH94,RHEA:17473,uniprot_rhea_cached,recorded_association
A4SF37,RHEA:17473,uniprot_rhea_cached,recorded_association
A4SPE8,RHEA:17473,uniprot_rhea_cached,recorded_association
A4SZK2,RHEA:17473,uniprot_rhea_cached,recorded_association
A4T5P2,RHEA:17473,uniprot_rhea_cached,recorded_association
A4W1S9,RHEA:17473,uniprot_rhea_cached,recorded_association
A4WCI8,RHEA:17473,uniprot_rhea_cached,recorded_association
A4WQ81,RHEA:17473,uniprot_rhea_cached,recorded_association
A4XG24,RHEA:17473,uniprot_rhea_cached,recorded_association
A4Y119,RHEA:17473,uniprot_rhea_cached,recorded_association
A4Y2K7,RHEA:17473,uniprot_rhea_cached,recorded_association
A5CXA1,RHEA:17473,uniprot_rhea_cached,recorded_association
A5D2D8,RHEA:17473,uniprot_rhea_cached,recorded_association
A5EXB0,RHEA:17473,uniprot_rhea_cached,recorded_association
A5FHM7,RHEA:17473,uniprot_rhea_cached,recorded_association
A5G8S1,RHEA:17473,uniprot_rhea_cached,recorded_association
A5IL29,RHEA:17473,uniprot_rhea_cached,recorded_association
A5UEW4,RHEA:17473,uniprot_rhea_cached,recorded_association
A5VQL0,RHEA:17473,uniprot_rhea_cached,recorded_association
A5W348,RHEA:17473,uniprot_rhea_cached,recorded_association
A6LFE8,RHEA:17473,uniprot_rhea_cached,recorded_association
A6LKE7,RHEA:17473,uniprot_rhea_cached,recorded_association
A6LWG6,RHEA:17473,uniprot_rhea_cached,recorded_association
A6SUS5,RHEA:17473,uniprot_rhea_cached,recorded_association
A6SZ52,RHEA:17473,uniprot_rhea_cached,recorded_association
A6TBN8,RHEA:17473,uniprot_rhea_cached,recorded_association
A6U8C2,RHEA:17473,uniprot_rhea_cached,recorded_association
A6VF17,RHEA:17473,uniprot_rhea_cached,recorded_association
A6X0X0,RHEA:17473,uniprot_rhea_cached,recorded_association
A7GDP1,RHEA:17473,uniprot_rhea_cached,recorded_association
A7GN48,RHEA:17473,uniprot_rhea_cached,recorded_association
A7GW42,RHEA:17473,uniprot_rhea_cached,recorded_association
A7H1R1,RHEA:17473,uniprot_rhea_cached,recorded_association
A7HKP2,RHEA:17473,uniprot_rhea_cached,recorded_association
A7N6L2,RHEA:17473,uniprot_rhea_cached,recorded_association
A7Z630,RHEA:17473,uniprot_rhea_cached,recorded_association
A7ZB36,RHEA:17473,uniprot_rhea_cached,recorded_association
A8AE79,RHEA:17473,uniprot_rhea_cached,recorded_association
A8AF20,RHEA:17473,uniprot_rhea_cached,recorded_association
A8AZD8,RHEA:17473,uniprot_rhea_cached,recorded_association
A8F1F2,RHEA:17473,uniprot_rhea_cached,recorded_association
A8F7Q8,RHEA:17473,uniprot_rhea_cached,recorded_association
A8FEL2,RHEA:17473,uniprot_rhea_cached,recorded_association
A8FJZ5,RHEA:17473,uniprot_rhea_cached,recorded_association
A8GC24,RHEA:17473,uniprot_rhea_cached,recorded_association
A8GF39,RHEA:17473,uniprot_rhea_cached,recorded_association
A8GN89,RHEA:17473,uniprot_rhea_cached,recorded_association
A8HUG2,RHEA:17473,uniprot_rhea_cached,recorded_association
A8LS52,RHEA:17473,uniprot_rhea_cached,recorded_association
A8MC60,RHEA:17473,uniprot_rhea_cached,recorded_association
A8ZUJ6,RHEA:17473,uniprot_rhea_cached,recorded_association
A9ANA1,RHEA:17473,uniprot_rhea_cached,recorded_association
A9C020,RHEA:17473,uniprot_rhea_cached,recorded_association
A9ITA7,RHEA:17473,uniprot_rhea_cached,recorded_association
A9M3N5,RHEA:17473,uniprot_rhea_cached,recorded_association
A9VMC0,RHEA:17473,uniprot_rhea_cached,recorded_association
B0BXB8,RHEA:17473,uniprot_rhea_cached,recorded_association
B0CGM4,RHEA:17473,uniprot_rhea_cached,recorded_association
B0KCE5,RHEA:17473,uniprot_rhea_cached,recorded_association
B0KR89,RHEA:17473,uniprot_rhea_cached,recorded_association
B0RTU4,RHEA:17473,uniprot_rhea_cached,recorded_association
B0S1R1,RHEA:17473,uniprot_rhea_cached,recorded_association
B0SRX6,RHEA:17473,uniprot_rhea_cached,recorded_association
B0U741,RHEA:17473,uniprot_rhea_cached,recorded_association
B0U794,RHEA:17473,uniprot_rhea_cached,recorded_association
B0U881,RHEA:17473,uniprot_rhea_cached,recorded_association
B1HTA3,RHEA:17473,uniprot_rhea_cached,recorded_association
B1IL94,RHEA:17473,uniprot_rhea_cached,recorded_association
B1JFN3,RHEA:17473,uniprot_rhea_cached,recorded_association
B1K5N3,RHEA:17473,uniprot_rhea_cached,recorded_association
B1L1S1,RHEA:17473,uniprot_rhea_cached,recorded_association
B1LAA9,RHEA:17473,uniprot_rhea_cached,recorded_association
B1MGU9,RHEA:17473,uniprot_rhea_cached,recorded_association
B1VSG4,RHEA:17473,uniprot_rhea_cached,recorded_association
B1YCT7,RHEA:17473,uniprot_rhea_cached,recorded_association
B1YHT1,RHEA:17473,uniprot_rhea_cached,recorded_association
B1Z1G3,RHEA:17473,uniprot_rhea_cached,recorded_association
B1ZTR5,RHEA:17473,uniprot_rhea_cached,recorded_association
B2HJ53,RHEA:17473,uniprot_rhea_cached,recorded_association
B2IBC4,RHEA:17473,uniprot_rhea_cached,recorded_association
B2J1L7,RHEA:17473,uniprot_rhea_cached,recorded_association
B2JP67,RHEA:17473,uniprot_rhea_cached,recorded_association
B2ULP4,RHEA:17473,uniprot_rhea_cached,recorded_association
B2UU76,RHEA:17473,uniprot_rhea_cached,recorded_association
B2V9P4,RHEA:17473,uniprot_rhea_cached,recorded_association
B2VII2,RHEA:17473,uniprot_rhea_cached,recorded_association
B3DR12,RHEA:17473,uniprot_rhea_cached,recorded_association
B3GXP9,RHEA:17473,uniprot_rhea_cached,recorded_association
B4U640,RHEA:17473,uniprot_rhea_cached,recorded_association
B5EDQ6,RHEA:17473,uniprot_rhea_cached,recorded_association
B5RC32,RHEA:17473,uniprot_rhea_cached,recorded_association
B5XLE8,RHEA:17473,uniprot_rhea_cached,recorded_association
B5XP57,RHEA:17473,uniprot_rhea_cached,recorded_association
B5Y6R9,RHEA:17473,uniprot_rhea_cached,recorded_association
B5YCT4,RHEA:17473,uniprot_rhea_cached,recorded_association
B5YJV0,RHEA:17473,uniprot_rhea_cached,recorded_association
B5Z7T2,RHEA:17473,uniprot_rhea_cached,recorded_association
B6EGN8,RHEA:17473,uniprot_rhea_cached,recorded_association
B6JME9,RHEA:17473,uniprot_rhea_cached,recorded_association
B7ICT4,RHEA:17473,uniprot_rhea_cached,recorded_association
B7M4Z9,RHEA:17473,uniprot_rhea_cached,recorded_association
B8DBZ3,RHEA:17473,uniprot_rhea_cached,recorded_association
B8DLK8,RHEA:17473,uniprot_rhea_cached,recorded_association
B8DZH0,RHEA:17473,uniprot_rhea_cached,recorded_association
B8E4J0,RHEA:17473,uniprot_rhea_cached,recorded_association
B8I184,RHEA:17473,uniprot_rhea_cached,recorded_association
B8J1Q5,RHEA:17473,uniprot_rhea_cached,recorded_association
B8ZL26,RHEA:17473,uniprot_rhea_cached,recorded_association
B9DKT0,RHEA:17473,uniprot_rhea_cached,recorded_association
B9E092,RHEA:17473,uniprot_rhea_cached,recorded_association
B9E8N6,RHEA:17473,uniprot_rhea_cached,recorded_association
B9JWF1,RHEA:17473,uniprot_rhea_cached,recorded_association
B9K795,RHEA:17473,uniprot_rhea_cached,recorded_association
B9KDZ8,RHEA:17473,uniprot_rhea_cached,recorded_association
B9KM22,RHEA:17473,uniprot_rhea_cached,recorded_association
B9MNP4,RHEA:17473,uniprot_rhea_cached,recorded_association
C0QPU5,RHEA:17473,uniprot_rhea_cached,recorded_association
C0ZCC7,RHEA:17473,uniprot_rhea_cached,recorded_association
C1CIH2,RHEA:17473,uniprot_rhea_cached,recorded_association
C1CPG4,RHEA:17473,uniprot_rhea_cached,recorded_association
C1DHG2,RHEA:17473,uniprot_rhea_cached,recorded_association
C1DM03,RHEA:17473,uniprot_rhea_cached,recorded_association
C1FN26,RHEA:17473,uniprot_rhea_cached,recorded_association
C3K4H5,RHEA:17473,uniprot_rhea_cached,recorded_association
C3KVW3,RHEA:17473,uniprot_rhea_cached,recorded_association
C3MB45,RHEA:17473,uniprot_rhea_cached,recorded_association
C3NGB7,RHEA:17473,uniprot_rhea_cached,recorded_association
C3PJE8,RHEA:17473,uniprot_rhea_cached,recorded_association
C3PNA0,RHEA:17473,uniprot_rhea_cached,recorded_association
C4K2D8,RHEA:17473,uniprot_rhea_cached,recorded_association
C4K3L4,RHEA:17473,uniprot_rhea_cached,recorded_association
C4KIH5,RHEA:17473,uniprot_rhea_cached,recorded_association
C4KZ55,RHEA:17473,uniprot_rhea_cached,recorded_association
C4LDE6,RHEA:17473,uniprot_rhea_cached,recorded_association
C5BCL9,RHEA:17473,uniprot_rhea_cached,recorded_association
C5BL73,RHEA:17473,uniprot_rhea_cached,recorded_association
C5CEC0,RHEA:17473,uniprot_rhea_cached,recorded_association
C5D3E8,RHEA:17473,uniprot_rhea_cached,recorded_association
C6C0U6,RHEA:17473,uniprot_rhea_cached,recorded_association
C6DEM6,RHEA:17473,uniprot_rhea_cached,recorded_association
C6E7E6,RHEA:17473,uniprot_rhea_cached,recorded_association
O13774,RHEA:17473,uniprot_rhea_cached,recorded_association
O25613,RHEA:17473,uniprot_rhea_cached,recorded_association
O61573,RHEA:17473,uniprot_rhea_cached,recorded_association
O66603,RHEA:17473,uniprot_rhea_cached,recorded_association
O69531,RHEA:17473,uniprot_rhea_cached,recorded_association
P0C0C1,RHEA:17473,uniprot_rhea_cached,recorded_association
P0DB31,RHEA:17473,uniprot_rhea_cached,recorded_association
P19465,RHEA:17473,uniprot_rhea_cached,recorded_association
P22288,RHEA:17473,uniprot_rhea_cached,recorded_association
P30793,RHEA:17473,uniprot_rhea_cached,recorded_association
P43866,RHEA:17473,uniprot_rhea_cached,recorded_association
P48063,RHEA:17473,uniprot_rhea_cached,recorded_association
P48596,RHEA:17473,uniprot_rhea_cached,recorded_association
P50141,RHEA:17473,uniprot_rhea_cached,recorded_association
P51594,RHEA:17473,uniprot_rhea_cached,recorded_association
P51595,RHEA:17473,uniprot_rhea_cached,recorded_association
P51596,RHEA:17473,uniprot_rhea_cached,recorded_association
P51597,RHEA:17473,uniprot_rhea_cached,recorded_association
P51598,RHEA:17473,uniprot_rhea_cached,recorded_association
P51599,RHEA:17473,uniprot_rhea_cached,recorded_association
P51600,RHEA:17473,uniprot_rhea_cached,recorded_association
P51601,RHEA:17473,uniprot_rhea_cached,recorded_association
P56462,RHEA:17473,uniprot_rhea_cached,recorded_association
P57865,RHEA:17473,uniprot_rhea_cached,recorded_association
P94398,RHEA:17473,uniprot_rhea_cached,recorded_association
P9WN57,RHEA:17473,uniprot_rhea_cached,recorded_association
Q02DG9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q04MF9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q056J8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q05915,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0A939,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0AA39,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0AFY5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0AM02,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0BAL7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0BXB5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0HE51,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0HZU8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0I3F6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0K861,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0STY9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0TRM0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q0VMK6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q11JM4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q12SG0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q134L7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q13RX0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q15YG1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q15Z55,RHEA:17473,uniprot_rhea_cached,recorded_association
Q168P4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q17WX5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q18BW7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q19980,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1BLY8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1BR24,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1CSU6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1GF96,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1GZD6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1I2L2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1LK35,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1LPE1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1LT77,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1MPD2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1QV64,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1R153,RHEA:17473,uniprot_rhea_cached,recorded_association
Q1RID0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q212N0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q28R88,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2IY20,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2JPT8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2JR69,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2KZ16,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2LUP0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2NUE3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2SLC0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2SPJ2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2T7N4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2Y6B3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q2YCH6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q30X45,RHEA:17473,uniprot_rhea_cached,recorded_association
Q31EF8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q38WN0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q393P5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q39AS8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q39R36,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3A091,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3ADI2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3ATN0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3BM80,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3BUL9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3IF89,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3ILJ5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3J5D3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3J9J7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3K0Y1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3K4B0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3SKF2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3Z782,RHEA:17473,uniprot_rhea_cached,recorded_association
Q3ZYB5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q474C1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q47BI9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q47IT5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q47KU5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q47VM6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q48HN1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q492J7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q49VB3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4FL89,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4J8S2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4K3E8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4L3P5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4QKH4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4ULX3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q4ZU60,RHEA:17473,uniprot_rhea_cached,recorded_association
Q55759,RHEA:17473,uniprot_rhea_cached,recorded_association
Q57ME6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5E4E4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5F9K6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5H0A0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5HRI1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5HWX4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5KXT7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5LTR1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5M391,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5N623,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5P229,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5PE52,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5R041,RHEA:17473,uniprot_rhea_cached,recorded_association
Q5XCA9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q605G6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q607T5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q62DU0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q63JF5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q64P85,RHEA:17473,uniprot_rhea_cached,recorded_association
Q65ML7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q65TR0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q68WZ4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6ACQ1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6AMT5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6D3N3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6FBI2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6FZZ4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6G3J8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6GJA3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6LQL4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6MKE9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6N4E7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q6U5S4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q71Y82,RHEA:17473,uniprot_rhea_cached,recorded_association
Q727G3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q743Z2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q74FW8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7M933,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7MWI5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7N6K7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7NK98,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7NYZ2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7UJJ7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7VFG4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7VM90,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7VRX3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q7WL36,RHEA:17473,uniprot_rhea_cached,recorded_association
Q81SW2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q82EE8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q82VD1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q82Z12,RHEA:17473,uniprot_rhea_cached,recorded_association
Q83DE3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q87D63,RHEA:17473,uniprot_rhea_cached,recorded_association
Q87DA5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q87GZ6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q882P7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q884Q3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q887V1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q88HM9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q88JY1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q88LV4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q88ST4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q89IW2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8A0U0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8CTR6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8D2N7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8D6I7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8DJB8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8DUG2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8DZI5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8E549,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8E9L6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8EQK9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8EYG1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8FMG3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8G0L4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8G3S1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8GJP4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8KA05,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8KEA8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8NM84,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8NXX2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8P3B0,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8P9T3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8PEP3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8PLL4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8R7N2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8RH43,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8UEK8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8VYU3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8XLM2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8XX96,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8XZK8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8Y5X1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8YH94,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8YLL1,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8YN49,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8ZG15,RHEA:17473,uniprot_rhea_cached,recorded_association
Q8ZWW5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q92A75,RHEA:17473,uniprot_rhea_cached,recorded_association
Q92I93,RHEA:17473,uniprot_rhea_cached,recorded_association
Q92QB4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q94465,RHEA:17473,uniprot_rhea_cached,recorded_association
Q971G9,RHEA:17473,uniprot_rhea_cached,recorded_association
Q97D54,RHEA:17473,uniprot_rhea_cached,recorded_association
Q980E8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q98LQ6,RHEA:17473,uniprot_rhea_cached,recorded_association
Q99W43,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9AAY3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9CGE3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9HT35,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9HYG8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9I351,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9JV35,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9K023,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9KCC7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9KE60,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9KLX5,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9PBP4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9PC02,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9RYB4,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9SFV7,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9X8I3,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9ZDE8,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9ZKP2,RHEA:17473,uniprot_rhea_cached,recorded_association
Q9ZKS2,RHEA:17473,uniprot_rhea_cached,recorded_association
P21921,RHEA:17477,uniprot_rhea_cached,recorded_association
P9WGA8,RHEA:17477,uniprot_rhea_cached,recorded_association
P9WGA9,RHEA:17477,uniprot_rhea_cached,recorded_association
Q9HZU0,RHEA:17477,uniprot_rhea_cached,recorded_association
P09917,RHEA:17485,uniprot_rhea_cached,recorded_association
P12527,RHEA:17485,uniprot_rhea_cached,recorded_association
P48999,RHEA:17485,uniprot_rhea_cached,recorded_association
P51399,RHEA:17485,uniprot_rhea_cached,recorded_association
Q05182,RHEA:17489,uniprot_rhea_cached,recorded_association
Q05183,RHEA:17489,uniprot_rhea_cached,recorded_association
Q70JN9,RHEA:17493,uniprot_rhea_cached,recorded_association
Q70JP0,RHEA:17493,uniprot_rhea_cached,recorded_association
Q8KIL1,RHEA:17493,uniprot_rhea_cached,recorded_association
Q8L1D5,RHEA:17493,uniprot_rhea_cached,recorded_association
Q9SE93,RHEA:17501,uniprot_rhea_cached,recorded_association
G1T7U7,RHEA:17505,uniprot_rhea_cached,recorded_association
H0VCJ6,RHEA:17505,uniprot_rhea_cached,recorded_association
Q02083,RHEA:17505,uniprot_rhea_cached,recorded_association
Q5KTC7,RHEA:17505,uniprot_rhea_cached,recorded_association
Q9D7V9,RHEA:17505,uniprot_rhea_cached,recorded_association
Q9GUI1,RHEA:17505,uniprot_rhea_cached,recorded_association
B6TPF2,RHEA:17509,uniprot_rhea_cached,recorded_association
O54496,RHEA:17509,uniprot_rhea_cached,recorded_association
P25052,RHEA:17509,uniprot_rhea_cached,recorded_association
Q08224,RHEA:17509,uniprot_rhea_cached,recorded_association
Q2FWG0,RHEA:17509,uniprot_rhea_cached,recorded_association
Q2YUL0,RHEA:17509,uniprot_rhea_cached,recorded_association
Q49Z42,RHEA:17509,uniprot_rhea_cached,recorded_association
Q4L7X6,RHEA:17509,uniprot_rhea_cached,recorded_association
Q6GEY1,RHEA:17509,uniprot_rhea_cached,recorded_association
Q8CNK1,RHEA:17509,uniprot_rhea_cached,recorded_association
Q99SG3,RHEA:17509,uniprot_rhea_cached,recorded_association
Q9K9G8,RHEA:17509,uniprot_rhea_cached,recorded_association
A0AJK7,RHEA:17521,uniprot_rhea_cached,recorded_association
A0AJK8,RHEA:17521,uniprot_rhea_cached,recorded_association
A0AJK9,RHEA:17521,uniprot_rhea_cached,recorded_association
A0B5K3,RHEA:17521,uniprot_rhea_cached,recorded_association
A0JUI0,RHEA:17521,uniprot_rhea_cached,recorded_association
A0JUI2,RHEA:17521,uniprot_rhea_cached,recorded_association
A0L5G0,RHEA:17521,uniprot_rhea_cached,recorded_association
A0L5G1,RHEA:17521,uniprot_rhea_cached,recorded_association
