reaction_id,reaction_signature,reaction_smiles,reaction_seen,cluster_id
MARTS_RXN_a1bdb236418d6df7,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC2(C)CCC3(C)CCC4C5CCC4(C)C(=CC12)C53C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@@H]1CC[C@]2(C)CCC3(C)CC[C@@H]4[C@H]5CC[C@]4(C)C(=C[C@@H]12)[C@]53C,False,C25_GFPP_like::MARTS_RXN_a1bdb236418d6df7
MARTS_RXN_055064ae05a5ffc0,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC2=CC34C(C)CCC5C(C)CCC5(C3C)C4CC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CCC2=CC34C(C)C5(CC[C@H](C)[C@@H]5CC[C@@H]3C)[C@@H]4C[C@@]21C,False,C25_GFPP_like::MARTS_RXN_055064ae05a5ffc0
MARTS_RXN_f12698751b7a845b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)C3CC2=C(C)C2CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C2\C[C@@]3(C)CC[C@H](C(C)C)[C@@H]3C\C2=C(/C)[C@@H]2CC[C@H](C)[C@H]2CC1,False,C25_GFPP_like::MARTS_RXN_247c337c8f6561fa
MARTS_RXN_aaa305f17a3010cd,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)C3CC2C(C)=C2CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C2\C[C@@]3(C)CC[C@H](C(C)C)[C@@H]3C[C@H]2/C(C)=C2/CC[C@H](C)[C@@H]2CC1,False,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f
MARTS_RXN_6cb70f33ff8f2598,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)C3CC2C23CCC(C)C2CCC13C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C[C@]3(C)CC[C@@H](C(C)C)[C@H]3C[C@@H]2[C@@]23CC[C@@H](C)[C@@H]2CC[C@@]13C,True,C25_GFPP_like::MARTS_RXN_6cb70f33ff8f2598
MARTS_RXN_847847d0fdd7c666,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC4(C)CCC(C(C)C)C4C3C3CC3(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C[C@@]3(C)CC[C@]4(C)CC[C@H](C(C)C)[C@H]4[C@@H]3[C@H]3C[C@@]3(C)[C@@H]2CC1,True,C25_GFPP_like::MARTS_RXN_847847d0fdd7c666
MARTS_RXN_95048e61f00d66c0,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3C(C(C)C)CCC3(C)CC2C2(C)CCC3C(C)CCC132,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C[C@H]3[C@@H](C(C)C)CC[C@]3(C)C[C@@H]2[C@]2(C)CC[C@H]3[C@H](C)CC[C@]132,False,C25_GFPP_like::MARTS_RXN_95048e61f00d66c0
MARTS_RXN_d91651d1ef35b667,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2CCC(C)C2=CC3(C)CCC(C(C)C)C3CC21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@H](C)[C@@H]2CC[C@@H](C)C2=C[C@@]3(C)CC[C@@H](C(C)C)[C@@H]3C[C@@H]21,False,C25_GFPP_like::MARTS_RXN_d91651d1ef35b667
MARTS_RXN_8b23f9ebbcd45812,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2CCC(C)C2CC3(C)CCC(C(C)C)C3CC12O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C2\CC[C@@H](C)[C@@H]2CC[C@H](C)[C@H]2C[C@@]3(C)CC[C@H](C(C)C)[C@@H]3C[C@]12O,True,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f
MARTS_RXN_71aa03bcb508917c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C3C(C(C)C)CCC3(C)CCC2(C)CCC2C1=CCC2C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/[C@@H]2[C@H]3[C@@H](C(C)C)CC[C@]3(C)CC[C@@]2(C)CC[C@H]2C1=CC[C@H]2C,False,C25_GFPP_like::MARTS_RXN_71aa03bcb508917c
MARTS_RXN_5834b8bc5c28c360,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2C=CC(C)=C2CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CC[C@H](C(C)C)[C@@H]2/C=C/C(C)=C2\CC[C@@H](C)[C@H]2CC1,False,C25_GFPP_like::MARTS_RXN_5834b8bc5c28c360
MARTS_RXN_ecb0de88d8e06b4c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C(O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@]2(C)CC[C@@H](C(C)C)[C@H]2C/C=C(\C)[C@@H](O)CC/C(C)=C/CC1,False,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_86983edabe8ca28b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2=C(CC1)C(C)CC2,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\C[C@@]2(C)CC[C@H](C(C)C)[C@@H]2C/C=C(\C)C2=C(CC1)[C@H](C)CC2,False,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_033964ff02d82d4e,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2=CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/C[C@H]2[C@@H](C(C)C)CC[C@]2(C)C/C=C(\C)CC[C@H]2C1=CC[C@H]2C,False,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_eec1da2d17062901,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2CCC(C)=C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC/C(C)=C/C[C@@]3(C)CC[C@@H](C(C)C)[C@@H]3C/C=C(\C)[C@@H]2CC1,False,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_90222bd6d2549cad,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)C2CC=C(C)C2CCC(C)C2=CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/C[C@@H]2[C@H](C(C)C)CC[C@@]2(C)C/C=C(\C)C/C=C2\[C@@H](C)CC[C@@H]12,True,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_4016ec72d95af8ca,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(=C(C)C3CC4C(C(C)C)CCC4(C)CC13)CCC2C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2C(=C(C)[C@H]3C[C@H]4[C@H](C(C)C)CC[C@]4(C)C[C@H]13)CC[C@@H]2C,False,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f
MARTS_RXN_c82f9ce748cd25cd,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C(C)C)CCC2(C)CC=C(C)CCC=C(C)CC=C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2[C@H](C(C)C)CC[C@@]2(C)CC=C(C)CCC=C(C)CC=C1,False,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e
MARTS_RXN_16e609c93e52c631,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C3CC4(C)CCC5(C)CCC(C(C)C)C5C4C3CC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2[C@H]3C[C@@]4(C)CC[C@]5(C)CC[C@H](C(C)C)[C@H]5[C@@H]4[C@H]3C[C@]12C,False,C25_GFPP_like::MARTS_RXN_0e80c1eb7cd88556
MARTS_RXN_b72409fe507d2e20,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)C12CCC(C)C1CC3(C)CCC(C(C)C)=C3CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H](C)[C@@]12CC[C@H](C)[C@H]1C[C@@]3(C)CCC(C(C)C)=C3CC12,False,C25_GFPP_like::MARTS_RXN_2d4d4df1341bbfa9
MARTS_RXN_2d4d4df1341bbfa9,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)C12CCC(C)C1CC3(C)CCC(C(C)C)C3=CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H](C)[C@@]12CC[C@H](C)[C@H]1C[C@@]3(C)CC[C@H](C(C)C)C3=CC12,False,C25_GFPP_like::MARTS_RXN_2d4d4df1341bbfa9
MARTS_RXN_66d9eb264140e204,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)C12CCC(C)C1CC3(C)CCC(C(C)C)C3C=C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H](C)[C@@]12CC[C@H](C)[C@H]1C[C@@]3(C)CC[C@H](C(C)C)[C@@H]3C=C12,False,C25_GFPP_like::MARTS_RXN_66d9eb264140e204
MARTS_RXN_adaa04b0745b6675,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC23C(C)CCC2C3(C)C2=C1CC1(C)CCC(C(C)C)C1C2,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@@H]1CC[C@@]2(C)CC3=C(C[C@H]12)[C@]1(C)[C@H]2CC[C@@H](C)[C@]21CC[C@H]3C,True,C25_GFPP_like::MARTS_RXN_adaa04b0745b6675
MARTS_RXN_e778d2d951ff1345,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C12CCCC1C(C)(CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-])C(C)CC2,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@]12CCCC1[C@](C)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@H](C)CC2,False,C20_GGPP_like::MARTS_RXN_e778d2d951ff1345
MARTS_RXN_380c83705f05e5c5,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1=CCC(C)=CCCC(C)=CCCC(C)=CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)/C1=C\C/C(C)=C/CC/C(C)=C/CC/C(C)=C/C1,False,C20_GGPP_like::MARTS_RXN_0d6dcf3090a1cf2e
MARTS_RXN_baa96a7e0621b577,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CCC=C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1,True,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55
MARTS_RXN_df3107f9c1032e3d,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2CCC(=C)C3CCC3(C)CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2CCC(=C)C3CCC3(C)CC12,False,C20_GGPP_like::MARTS_RXN_df3107f9c1032e3d
MARTS_RXN_c29f1cca3044ee37,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2CCC(C)=CCCC(C)=CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@H](C)[C@H]2CC/C(C)=C/CC/C(C)=C/[C@H]21,False,C20_GGPP_like::MARTS_RXN_c29f1cca3044ee37
MARTS_RXN_4f0796dda836bdc5,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CC3C(=C)CCCC3(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@]2(C)C[C@H]3C(=C)CCC[C@]3(C)CC[C@H]12,False,C20_GGPP_like::MARTS_RXN_4f0796dda836bdc5
MARTS_RXN_efd2739d909f2991,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CC=C(C)CCC=C(C)CC=C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@]2(C)CC=C(C)CCC=C(C)C/C=C\12,False,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_769df5ece0f33f46,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CC=C(C)CCC=C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1CC[C@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@@H]12,False,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_66951c0e7ed9196f,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCC(C)=CCCC(C)=CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@]2(C)CC/C(C)=C/CC/C(C)=C/C[C@@H]12,False,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_70b365bf61f0e7ea,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCC(C)C3(CC=C(C)CC3)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1CC[C@]2(C)CC[C@@H](C)[C@]3(CC=C(C)CC3)[C@@H]12,True,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_4959109219e54711,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1C2C(C)CCC2C2(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@@H]1[C@@H]2[C@@H](CC[C@@H]2C)[C@]2(C)CC[C@H]12,False,C20_GGPP_like::MARTS_RXN_4959109219e54711
MARTS_RXN_318de1e2f8806642,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CC=C(C)CCC=C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1C/C=C(\C)CC/C=C(\C)CC1,False,C20_GGPP_like::MARTS_RXN_318de1e2f8806642
MARTS_RXN_fd49ae10b01dfae9,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CCC2(C)C3CCC(C)C3C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@H]1CC[C@]2(C)[C@H]1[C@@H]1[C@H]2CC[C@@H]1C,False,C20_GGPP_like::MARTS_RXN_4959109219e54711
MARTS_RXN_cda281fba2bde3f9,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CCC2(C)CCCC(=C)C2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@H]1CC[C@]2(C)CCCC(=C)[C@H]2C1,False,C20_GGPP_like::MARTS_RXN_193d44981939312b
MARTS_RXN_193d44981939312b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CCC2(C)CCCC(C)=C2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1,False,C20_GGPP_like::MARTS_RXN_193d44981939312b
MARTS_RXN_bf12f5d59166518d,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)CCC=C(C)C)C1CC=C(C)CC1,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CC/C=C(/C)CCC=C(C)C)C1CC=C(C)CC1,False,C20_GGPP_like::MARTS_RXN_1d852b407f95b2b1
MARTS_RXN_a3e15b2ae79d1153,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2C(CC1)C(C)CCC2C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2[C@H](CC1)[C@@H](C)CC[C@@H]2[C@@H](C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_a330ce4c40995688
MARTS_RXN_d1d507ef878dbc29,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)CCC=C(C)CCC=C(C)C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)CC/C=C(\C)CCC=C(C)C)CC1,False,C20_GGPP_like::MARTS_RXN_d1d507ef878dbc29
MARTS_RXN_accbb7c49b4731b0,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC2(C)CCCC3(C)CCC4C(C)CCC1C4C32,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C[C@@]2(C)CCC[C@@]3(C)CC[C@@H]4[C@H]([C@@H]32)[C@H]1CC[C@H]4C,False,C20_GGPP_like::MARTS_RXN_561d9f61c555bf15
MARTS_RXN_324ed07f2f6e2223,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,False,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db
MARTS_RXN_2d848cafa6c3ce23,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)C12CCC1(C)C3CCC(C)C3C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)[C@@]12CCC1(C)C3CCC(C)C3C12,False,C20_GGPP_like::MARTS_RXN_2d848cafa6c3ce23
MARTS_RXN_029b92fe95def7ba,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)C2C=C(C)CCC=C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@@H](C(C)C)[C@H]2/C=C(/C)CC/C=C(\C)CC[C@H]12,False,C20_GGPP_like::MARTS_RXN_029b92fe95def7ba
MARTS_RXN_0429f79d54e93205,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2=C(C(C)C)CCC2(C)CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2=C(C(C)C)CC[C@@]2(C)C[C@@H]2[C@H](C)CC[C@@H]12,True,C20_GGPP_like::MARTS_RXN_0429f79d54e93205
MARTS_RXN_bbce0c9a00867f6f,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],True,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_0fa82c3b7c55ea30,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)CCC(C(=C)C)C2C2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(=C)[C@@H]3CC[C@H](C)[C@@H]3[C@H]21,False,C20_GGPP_like::MARTS_RXN_0fa82c3b7c55ea30
MARTS_RXN_9864ce62f34c27cb,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CC=C2C(C(C)C)CCC2(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC/C=C(\C)C/C=C2\[C@@H](C(C)C)CC[C@]2(C)CC1,False,C20_GGPP_like::MARTS_RXN_9864ce62f34c27cb
